"id","name_old_verbatim","name_old_clean","name_new","geo_long","geo_lat"
"1015","Saint Landry","Rue Saint-landry","Parvis Notre-dame Place Jean-paul Ii","2.34839","48.8535"
"1016","Saint Maré De La Bretonnerie","Rue Saint-maré-de-la-bretonnerie",NULL,"0","0"
"1017","Saint Nicaise","Rue Saint-nicaise","Place Du Carrousel","2.33278","48.8619"
"1018","Saint Paxent","Rue Saint-paxent","Rue Bailly","2.3563","48.8651"
"1020","Saint Pierre Amelot","Rue Saint-pierre, Amelot","Rue Amelot","2.36795","48.8603"
"1022","Sainte Croix","Rue Sainte-croix","Rue De Caumartin","2.32824","48.8725"
"1023","Sainte Marguerite","Rue Sainte-marguerite","Rue Trousseau","2.37888","48.8518"
"1024","Sainte Marie Beaujon","Rue Sainte-marie-beaujon","Avenue Hoche","2.30055","48.8761"
"1025","Salneuve","Rue Salneuve","Rue Salneuve","2.31444","48.8856"
"1026","Sedaine","Rue Sedaine","Rue Sedaine","2.37565","48.8573"
"1027","Vieille Du Temple","Rue Vieille-du-temple","Rue Du Pont-louis-philippe","2.35583","48.8553"
"1028","Terrasse Vivienne","Terrasse Vivienne",NULL,"0","0"
"1029","Tour Du Temple","Tour-du-temple","Rue Delatour, Ab 1864 Rue Rampon","0","0"
"1030","Valois Palais Royal","Valois-palais-royal","Rue De Valois","2.33832","48.8642"
"1031","Valois Tuileries","Valois-tuileries",NULL,"0","0"
"1032","Unbekannt","Unbekannt","Unbekannt","0","0"
